UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
14888536,3308067,10/02/2015,22:47,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
8999773,36041,09/09/2013,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17340600,3559190,11/12/2016,20:30,1061773,NY,Pick-up Truck,FIRE TRUCK,,2016,East,1,M,,,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,Other,,,N,,Unspecified,Unspecified
9719301,71241,04/29/2013,20:35,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Lost Consciousness,
14739995,3237890,06/10/2015,13:50,1,NY,PASSENGER VEHICLE,,,,,,,,,Changing Lanes,,,,,,,,Turning Improperly,
17279234,3497766,08/10/2016,12:15,636487,NY,Station Wagon/Sport Utility Vehicle,HUMM -CAR/SUV,,2008,Unknown,0,,,,Parked,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19140585,4229258,10/24/2019,19:00,3f9ea50a-4e8f-4501-a461-9853a3e8ec14,NY,Sedan,CHEV -CAR/SUV,,2011,West,1,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
14940258,3334015,11/13/2015,9:15,2,NJ,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
19140704,4224138,10/14/2019,9:00,a09a97dd-8b96-4811-b64d-1e9104d2a450,NY,Sedan,HOND -CAR/SUV,,2013,East,2,F,Permit,NY,Backing,Left Front Bumper,Left Front Bumper,,,,N,,Driver Inexperience,Driver Inattention/Distraction
12852644,308088,03/18/2014,20:10,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
15079296,3404052,03/11/2016,21:00,1,NY,MOTORCYCLE,,,,,,,,,Parked,,,,,,,,Unspecified,
17367269,3581150,12/16/2016,16:20,1211172,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2005,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,Left Front Bumper,No Damage,No Damage,N,,Unspecified,Unspecified
8787758,24492,07/31/2013,9:30,2,NY,BICYCLE,,,,,,,,,,,,,,,,,Unspecified,
14218647,312420,03/28/2014,18:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19139281,4228947,10/24/2019,22:25,66fe522a-588a-40b7-88dc-036841bd432a,NJ,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2011,West,0,M,Licensed,NJ,Making Left Turn,Right Front Bumper,No Damage,No Damage,No Damage,,N,,Driver Inattention/Distraction,Unspecified
14085004,280159,09/08/2012,17:03,2,NY,BICYCLE,,,,,,,,,,,,,,,,,Unspecified,
10670004,115785,11/14/2013,11:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140972,4229653,10/24/2019,9:45,6f3e1209-18af-4083-a897-55a3c1ee6be8,MD,Pick-up Truck,FORD -CAR/SUV,,2002,West,5,M,Licensed,MD,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Pavement Slippery,Unspecified
14933052,3330408,11/07/2015,12:00,1,PA,PICK-UP TRUCK,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
9276375,46741,12/06/2012,22:25,1,NY,TAXI,,,,,,,,,,,,,,,,,Driver Inattention/Distraction,
19138601,4228981,10/24/2019,16:35,cb39da9d-7c97-49c4-8cf5-0551b2a740c3,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2013,North,2,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
17208305,3472164,06/30/2016,15:17,470266,,,,,,,,,,,,,,,,,Unspecified,POWERLINE CABLES IN FRONT OF 4236 BEDFORD AVENUE,,
19139866,4229130,10/24/2019,18:26,b07bcd21-7ad0-40fd-a6a5-e256f584865c,NY,Sedan,TOYT -CAR/SUV,,2015,East,2,M,Licensed,NY,Parked,Right Side Doors,Right Side Doors,,,,N,,Unspecified,Unspecified
19138899,4228920,10/24/2019,9:50,6d46dffd-a37e-46d9-a314-97ad7676b192,NY,Sedan,AUDI -CAR/SUV,,2019,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Right Side Doors,,N,,Unspecified,Unspecified
19139262,4228950,10/24/2019,10:30,00b509e9-63e4-44ef-acba-864a5bdb2f18,NY,Sedan,TOYT -CAR/SUV,,2010,North,1,F,Licensed,NY,Parked,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified
8405862,2817650,11/03/2014,10:30,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Stopped in Traffic,,,,,,,,Unspecified,
15034272,3381352,02/01/2016,6:50,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
10328124,1013045,08/22/2014,9:30,2,NY,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19140787,4209691,09/20/2019,15:00,9dcc52f9-96a7-43f0-9ded-eb34acd23b0c,NY,Motorcycle,DUCA -MCL,,2010,East,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Side Doors,Left Rear Quarter Panel,No Damage,No Damage,N,,Unspecified,Unspecified
19139540,4228854,10/24/2019,17:00,e6d36e10-d148-4557-a4d4-b9d2a71e11a0,NY,Sedan,BMW -CAR/SUV,,2006,,,,,,,,,,,,Unspecified,,,
12859025,1025652,09/16/2014,8:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
13657605,307228,03/18/2014,11:10,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140002,4229101,10/24/2019,20:18,47e7c1ee-41c1-4e41-8730-e5ae64b5b6b1,,Motorbike,,,,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Following Too Closely
10229548,2919436,06/11/2014,9:10,2,NY,PASSENGER VEHICLE,,,,,,,,,Slowing or Stopping,,,,,,,,Fatigued/Drowsy,
19139008,4228767,10/24/2019,0:00,c2168055-cf21-4bd1-86fc-6005377f49ee,NY,Sedan,NISS -CAR/SUV,,2015,South,0,M,Licensed,NJ,Parked,Center Front End,Left Front Bumper,,,,N,,Unspecified,Unspecified
19139232,4228779,10/24/2019,11:08,f015cba0-adcb-48c0-8451-ee594db3b70b,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2009,North,3,M,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,Right Rear Quarter Panel,No Damage,No Damage,N,,Passing Too Closely,Unspecified
19139430,4228912,10/24/2019,16:30,711f10cf-6c63-4ef3-a8d4-214bb28240f2,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2017,East,1,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,,N,,Unspecified,Unspecified
17231509,3507496,08/25/2016,17:00,703327,NY,Sedan,SUBA -CAR/SUV,,2014,East,1,F,Licensed,NY,Going Straight Ahead,Left Rear Quarter Panel,Left Rear Quarter Panel,,,,N,,Unsafe Lane Changing,Unspecified
19140522,4229192,10/24/2019,13:20,52033261-b603-4d88-82e7-5c3962e45a6b,NJ,Sedan,BMW -CAR/SUV,,2016,West,1,M,Licensed,NJ,Slowing or Stopping,Center Back End,Center Back End,,,,Unspecified,,Unspecified,Unspecified
19140589,4229232,10/24/2019,23:30,42a537b2-deef-4cc9-aa23-441ed1659dab,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,East,1,M,Licensed,NY,,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,Other,N,,Unspecified,Unspecified
9398104,56396,04/09/2013,13:15,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19139422,4228754,10/24/2019,14:26,4fe1f8ad-9ee4-46ba-bbf3-2e7a850725ed,NY,Station Wagon/Sport Utility Vehicle,COLLI,,2019,Southwest,1,M,Licensed,NY,Slowing or Stopping,Center Front End,No Damage,,,,N,,Driver Inattention/Distraction,Unspecified
17338427,3482317,07/11/2016,9:14,517189,NY,4 dr sedan,NISS -CAR/SUV,,2014,West,1,M,,NY,Going Straight Ahead,Center Back End,Center Back End,,,,Unspecified,,Following Too Closely,Unspecified
19140733,4229527,10/24/2019,20:45,1305ad08-f893-4d0f-95f5-7aab64fc1c4b,TX,Tractor Truck Diesel,FRHT-TRUCK/BUS,,2005,Southeast,1,M,Licensed,TX,Making Left Turn,Trailer,Trailer,,,,N,,Oversized Vehicle,Unspecified
17382910,3532696,08/04/2016,21:35,611161,NY,Motorcycle,HOND -MCL,,2010,East,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Right Side Doors,,,,N,,Unsafe Speed,Unspecified
11803898,2975736,08/26/2012,12:45,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140907,4229595,10/23/2019,7:00,56e25b54-e508-49c0-84da-3599a00247e1,NY,Pick-up Truck,FORD -CAR/SUV,,2000,West,1,M,Licensed,NY,Going Straight Ahead,Right Side Doors,Left Side Doors,Right Side Doors,,,N,,Driver Inattention/Distraction,Following Too Closely
11473610,1020157,09/07/2014,6:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
14878737,3303120,09/24/2015,17:20,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Lost Consciousness,
14898826,3313251,10/11/2015,17:45,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Entering Parked Position,,,,,,,,Unspecified,
17413015,3527797,09/23/2016,16:05,846905,NY,Sedan,BUIC -CAR/SUV,,2000,East,1,,,,Making Left Turn,Left Front Bumper,Center Front End,,,,N,,Driver Inattention/Distraction,Unspecified
19140023,4229227,10/24/2019,10:00,4c7163b8-6f47-4b5c-bb56-48d47790116e,NY,Taxi,MERZ -CAR/SUV,,2018,South,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19139805,4229206,10/24/2019,8:44,4d7ce87b-be3b-4806-aae1-866302b4ccca,NY,Sedan,MERZ -CAR/SUV,,2013,East,2,F,Licensed,NY,Stopped in Traffic,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19140445,4229127,10/24/2019,20:30,186b15e8-30bb-4dcb-9909-a0aecb4a064b,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2011,West,2,F,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified
9279745,48216,04/16/2013,8:45,1,PA,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
19140308,4229333,10/24/2019,13:00,59d9b3f2-fec5-4026-a216-e5a939accc62,NY,Sedan,CHEV -CAR/SUV,,2010,North,1,M,Licensed,NY,Starting from Parking,Left Front Bumper,Left Front Quarter Panel,,,,N,,Failure to Yield Right-of-Way,Unspecified
9288799,52198,02/26/2014,11:12,1,NY,LARGE COM VEH(6 OR MORE TIRES),,,,,,,,,,,,,,,,,Other Vehicular,
17167376,3482065,07/16/2016,14:19,524592,NY,4 dr sedan,FORD -CAR/SUV,,2016,North,1,M,Permit,NY,Going Straight Ahead,Left Front Quarter Panel,Left Side Doors,,,,N,,Driver Inattention/Distraction,Driver Inexperience
19139876,4229174,10/24/2019,10:16,f769b9c8-deff-4b28-b97b-48e6cb2898e8,NY,Refrigerated Van,HINO -TRUCK/BUS,,2017,East,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,No Damage,No Damage,No Damage,No Damage,Unspecified,,Oversized Vehicle,Unspecified
19140311,4229308,10/24/2019,14:10,bb952663-8602-42e5-9e01-1c0320a5e8ed,CT,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2015,East,1,F,Licensed,CT,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Reaction to Uninvolved Vehicle,Unspecified
14397606,296569,02/12/2013,14:42,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
15068218,3398511,03/03/2016,7:20,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Stopped in Traffic,,,,,,,,Unspecified,
19139055,4229009,10/24/2019,12:44,368e86db-838a-4bae-aeef-570e976e6b56,NY,Sedan,NISS -CAR/SUV,,2005,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Unspecified,Unspecified
17386577,3589076,12/29/2016,13:30,1265169,NY,Sedan,HOND -CAR/SUV,,2008,North,1,F,Licensed,NY,Making Left Turn,Right Side Doors,Right Side Doors,Right Front Quarter Panel,,,N,,Unspecified,Unspecified
19140789,4229549,10/24/2019,10:20,3b4c1dbd-81c8-49f3-8e6e-546f78177645,NY,Sedan,NISS -CAR/SUV,,2015,South,0,M,Licensed,NY,Parked,Right Rear Quarter Panel,Right Rear Quarter Panel,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
14785143,3257238,07/12/2015,21:30,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Parked,,,,,,,,Other Vehicular,
9967983,81895,12/04/2012,18:32,2,NY,VAN,,,,,,,,,,,,,,,,,Unspecified,
12969213,3024243,09/18/2014,9:00,1,NJ,VAN,,,,,,,,,Going Straight Ahead,,,,,,,,Fatigued/Drowsy,
14960257,3344075,11/29/2015,17:20,1,NY,PASSENGER VEHICLE,,,,,,,,,Parked,,,,,,,,Unspecified,
10870283,122456,11/28/2012,17:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
12464070,339529,05/21/2014,18:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Other*,,,,,,,,Failure to Yield Right-of-Way,
12660995,215933,04/04/2013,19:00,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
17190584,3502427,08/17/2016,13:00,666873,CT,Station Wagon/Sport Utility Vehicle,SUBA -CAR/SUV,,2012,East,1,M,Licensed,CT,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Unspecified
19140441,4229132,10/24/2019,1:00,9eb125aa-f33a-4196-819e-48a135aea413,VA,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,,North,1,M,Licensed,VA,Going Straight Ahead,Left Front Quarter Panel,Left Side Doors,,,,Unspecified,,Unspecified,Unspecified
19138692,4228937,10/24/2019,14:45,d8a2e665-2418-4f15-b1cc-dd8405e29ac7,NY,Station Wagon/Sport Utility Vehicle,VOLV -CAR/SUV,,2017,South,1,F,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
19138929,4228903,10/24/2019,13:30,bc2d70ad-ea96-409d-bb5a-8c849ffb9760,,Bike,,,,,,,,,Going Straight Ahead,,,,,,Unspecified,,Passing or Lane Usage Improper,Unspecified
19140854,4229599,10/24/2019,16:35,18c9efe5-2f10-4c3e-95bb-650ddb50aada,NY,Station Wagon/Sport Utility Vehicle,INFI -CAR/SUV,,2018,East,1,M,Licensed,NY,Slowing or Stopping,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
8709512,357834,06/25/2014,13:28,1,NJ,SPORT UTILITY / STATION WAGON,,,,,,,,,Stopped in Traffic,,,,,,,,Turning Improperly,
19140764,4229500,10/23/2019,17:35,0cc578ac-d300-48e2-8dfe-f7a2c84710d0,MD,Bus,MCI,,2007,Southeast,1,M,Licensed,MD,Making Right Turn,Right Side Doors,Right Side Doors,,,,N,,Oversized Vehicle,Unspecified
14556578,3162196,01/31/2015,13:20,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
14613694,3185661,03/13/2015,16:35,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Other Vehicular,
19139722,4228835,10/24/2019,16:10,ec4902dd-2b64-4660-9fb2-8da17f6edede,NY,Taxi,TOYT -CAR/SUV,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Bumper,,,,N,,Unspecified,Unspecified
19138693,4228997,10/24/2019,11:00,dff023ad-601e-4f42-9f50-74fdfbc3c539,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2008,West,0,,,,Parked,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,N,,Unspecified,Unspecified
10468428,105564,08/24/2013,1:30,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
19140953,4229546,10/24/2019,15:30,f2b6d162-748a-4adc-a143-f4b4344a04c0,NJ,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2006,West,1,F,Licensed,NY,Making U Turn,Left Side Doors,Left Rear Quarter Panel,Left Front Quarter Panel,,,N,,Driver Inattention/Distraction,Passing or Lane Usage Improper
19139461,4228829,10/24/2019,15:17,761958c5-f362-4da0-8a6c-ce6624fb09e6,MD,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,South,0,,,,Parked,Center Back End,Center Back End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19140534,4229254,10/24/2019,8:00,bdf25406-d011-4156-9abd-00ece0303658,NY,Station Wagon/Sport Utility Vehicle,ACUR -CAR/SUV,,2014,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,,,,N,,Unspecified,Unspecified
10390831,2927675,10/23/2013,14:05,1,FL,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14928897,3328336,11/04/2015,8:50,1,NJ,UNKNOWN,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
13997936,2828351,11/22/2014,1:10,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19138620,4229016,10/24/2019,18:25,695ccd35-6541-4038-a509-d917deb35f88,NY,Sedan,CHEV -CAR/SUV,,2007,East,0,,,,Going Straight Ahead,No Damage,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
9354924,55329,02/26/2014,18:00,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
10052122,2896806,08/06/2012,14:43,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Failure to Yield Right-of-Way,
14557393,3162514,02/02/2015,7:00,1,NY,PICK-UP TRUCK,,,,,,,,,Backing,,,,,,,,Unspecified,
17069221,3447090,05/29/2016,23:40,335921,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2007,South,4,M,Licensed,NY,Entering Parked Position,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Unspecified,Unspecified
19139030,4228641,10/24/2019,0:03,c66db338-b23b-4d14-8b97-ac1c1213d7f4,VA,Convertible,CHEV -CAR/SUV,,2019,East,1,M,Licensed,,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Following Too Closely
19138648,4229045,10/24/2019,8:00,c03295f0-5e3f-4c8c-b444-689ab03696c6,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2008,North,2,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,N,,Unspecified,Unspecified
14964834,3346392,12/03/2015,10:35,1,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Backing,,,,,,,,Backing Unsafely,
13230294,240355,11/13/2012,19:00,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
17290199,3548807,10/27/2016,15:30,989395,NY,Sedan,MERZ -CAR/SUV,,2015,East,1,F,Licensed,NY,Going Straight Ahead,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,No Damage,No Damage,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
19138652,4229047,10/24/2019,10:00,a3505c9e-a326-41ac-97f6-0eb61b1ff2b9,NY,Motorcycle,TRUM -MCL,,2006,East,1,M,Licensed,NY,Making Left Turn,Center Front End,Left Front Bumper,,,,N,,Driver Inattention/Distraction,Unspecified
14096223,337460,05/17/2014,18:00,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
19137735,4228338,10/24/2019,0:00,1729bec4-2b13-4278-904e-1014ee4904c0,NY,Box Truck,GMC-TRUCK/BUS,,2005,West,2,M,Licensed,NY,Making Left Turn,Left Front Bumper,Left Front Bumper,Center Front End,No Damage,No Damage,N,,Unspecified,Unspecified
15041321,3384947,02/06/2016,22:00,1,FL,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
11404477,150682,08/18/2013,23:43,1,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
15060850,3394807,02/24/2016,20:16,1,MS,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,,
11399272,148094,09/25/2012,6:17,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140013,4229319,10/24/2019,0:54,5d895003-fd9b-42e6-9af7-5bd0634633eb,NJ,Sedan,CHEV -CAR/SUV,,2004,North,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,,,Unspecified,,Unspecified,Unspecified
14643568,3198097,04/04/2015,17:00,1,NY,PASSENGER VEHICLE,,,,,,,,,Passing,,,,,,,,Other Vehicular,
19139867,4229130,10/24/2019,18:26,4b35fd15-cab8-46ee-8a79-f1276957806e,NY,Sedan,HYUN -CAR/SUV,,2016,East,1,M,Licensed,NY,Making Left Turn,Left Side Doors,Left Side Doors,Left Rear Quarter Panel,,,N,,Unspecified,Unspecified
19139344,4228680,10/24/2019,2:34,809601a7-5678-415b-ada4-7baae2d93579,NY,Sedan,AUDI -CAR/SUV,,2005,East,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Right Front Bumper,Left Front Bumper,,N,,Unsafe Speed,Following Too Closely
17230228,3478327,07/01/2016,18:30,472470,NY,4 dr sedan,HOND -CAR/SUV,,2000,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Right Front Bumper,Left Front Bumper,,,N,,Unspecified,Unspecified
13248667,1018714,09/04/2014,15:35,2,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
17359524,3569892,11/29/2016,17:30,1133625,NY,Sedan,TOYT -CAR/SUV,,2010,East,2,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Center Front End,,,N,,Unspecified,Unspecified
13983511,275653,04/12/2013,11:35,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
14832968,3280357,08/18/2015,23:13,1,NY,TAXI,,,,,,,,,Slowing or Stopping,,,,,,,,Fatigued/Drowsy,
10775018,117048,10/08/2012,18:30,1,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Other Electronic Device,
12860597,2816400,10/30/2014,10:45,1,NY,PASSENGER VEHICLE,,,,,,,,,Slowing or Stopping,,,,,,,,Unspecified,
16985166,3419058,04/16/2016,3:20,146852,NY,4 dr sedan,CHEV -CAR/SUV,CHEV IMP,2009,East,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,,,N,,1,Unspecified
9799165,75306,10/06/2013,12:06,2,NJ,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
11739868,164112,08/30/2012,22:27,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Unspecified,
19140014,4229319,10/24/2019,0:54,423103db-fb5e-4287-9de2-1e0d2ba8f9d0,NY,Taxi,TOYT -CAR/SUV,,2015,North,1,M,Licensed,NY,Changing Lanes,Left Front Bumper,Left Front Bumper,,,,Unspecified,,Passing or Lane Usage Improper,Unsafe Lane Changing
14630447,3192528,03/26/2015,8:10,1,NY,PASSENGER VEHICLE,,,,,,,,,Going Straight Ahead,,,,,,,,Driver Inattention/Distraction,
10166967,320118,04/13/2014,14:05,2,CT,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Backing Unsafely,
13980894,274416,12/19/2012,22:15,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,,,,,,,,,Unspecified,
13241204,244665,12/24/2013,19:26,2,NY,PASSENGER VEHICLE,,,,,,,,,,,,,,,,,Physical Disability,
17040687,3448944,05/19/2016,19:30,300300,MA,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2001,East,7,M,Licensed,NY,Going Straight Ahead,Left Front Quarter Panel,Left Front Quarter Panel,,,,N,,Unspecified,Unspecified
12846607,225436,09/22/2013,17:20,2,NY,UNKNOWN,,,,,,,,,,,,,,,,,Unspecified,
19139683,4228977,10/24/2019,16:00,425d0fd9-37bf-4af3-bb22-da0aff1014ce,NY,Sedan,TOYT -CAR/SUV,,2018,North,0,M,Licensed,NY,Backing,Right Rear Bumper,Right Rear Bumper,Center Back End,,,N,,Backing Unsafely,Unspecified
19139782,4229147,10/24/2019,15:30,d01132fc-d5d3-4d67-8222-f207d513066b,NY,PSH,JODE -CAR/SUV,,2018,West,1,M,Licensed,NY,Going Straight Ahead,Right Front Bumper,Right Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19139172,4228802,10/24/2019,4:30,7ff41eab-af4a-4527-a9e4-943523d40b4f,NY,Station Wagon/Sport Utility Vehicle,MERZ -CAR/SUV,,2010,South,0,,,,Parked,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,Left Rear Bumper,Left Front Bumper,N,,Other Vehicular,Other Vehicular
17302204,3559498,11/12/2016,16:20,1063506,NY,Station Wagon/Sport Utility Vehicle,HYUNDAI,,2006,North,2,F,,,Starting from Parking,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,,,N,,Unspecified,Unspecified
19139412,4228688,10/24/2019,0:00,ad1708d2-37eb-4325-9512-b0a9f725db6c,NY,Sedan,TOYT -CAR/SUV,,2003,East,1,F,Licensed,NY,Changing Lanes,Left Rear Bumper,Left Rear Bumper,,,,N,,Unsafe Lane Changing,Failure to Yield Right-of-Way
19140877,4229716,10/24/2019,12:00,fd2f7242-9e96-4f75-a6b7-ae875eb3fa84,,,,,,,,,,,,,,,,,Unspecified,,,
11569003,338337,05/20/2014,0:43,2,NY,PASSENGER VEHICLE,,,,,,,,,Entering Parked Position,,,,,,,,Unspecified,
14966930,3347439,12/04/2015,18:00,2,NY,SPORT UTILITY / STATION WAGON,,,,,,,,,Going Straight Ahead,,,,,,,,Unspecified,
